created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,quoted_status_id,quoted_status_id_str,quoted_status,text,favorited_by,scopes,display_text_width,retweeted_status,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable,lat,lng,coords_coords,bbox_coords,geo_coords
2022-12-05T23:53:18Z,1599914843703607300,1599914843703607299,"binged watched @wednesdayaddams in a day , I am obsessed, the acting, the cast, the cinematography, the vibes, the story.  I was in heaven 😍 

#wednesdaynetflix #Netflix #tvshow",FALSE,177,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"binged watched @wednesdayaddams in a day , I am obsessed, the acting, the cast, the cinematography, the vibes, the story.  I was in heaven 😍 

#wednesdaynetflix #Netflix #tvshow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,53.47530345,-2.3495665,"list(long = NA, lat = NA)","list(long = -2.3495665, lat = 53.47530345)","list(long = NA, lat = NA)"
2022-12-05T23:30:53Z,1599909201349730300,1599909201349730304,"Boa noite!! 💕💕💕
Bora assisti um filme?! 
#gay #gayindo #gaybr #pes #Netflix #gaysp https://t.co/26nmI9Oxrd",FALSE,82,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,8,FALSE,FALSE,TRUE,pt,NA,NA,,"Boa noite!! 💕💕💕
Bora assisti um filme?! 
#gay #gayindo #gaybr #pes #Netflix #gaysp https://t.co/26nmI9Oxrd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,-18.57733345,-45.451756,"list(long = NA, lat = NA)","list(long = -45.451756, lat = -18.57733345)","list(long = NA, lat = NA)"
2022-12-05T23:19:26Z,1599906322975457300,1599906322975457281,"#Troll is a totally American movie totally set in Norway. In Norwegian. And that's more than okay.
#Netflix",FALSE,107,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,NA,en,NA,NA,,"#Troll is a totally American movie totally set in Norway. In Norwegian. And that's more than okay.
#Netflix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,53.543125,14.79487685,"list(long = NA, lat = NA)","list(long = 14.79487685, lat = 53.543125)","list(long = NA, lat = NA)"
2022-12-05T22:43:48Z,1.5998973544164639e+18,1599897354416463873,"So, are we just skipping over ""Where the Crawdads Sing""???? 🥹🥹🥹 #Netflix https://t.co/3kHhE7Kg6A",FALSE,72,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,FALSE,en,NA,NA,,"So, are we just skipping over ""Where the Crawdads Sing""???? 🥹🥹🥹 #Netflix https://t.co/3kHhE7Kg6A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,33.6575858,-84.475291,"list(long = NA, lat = NA)","list(long = -84.475291, lat = 33.6575858)","list(long = NA, lat = NA)"
2022-12-05T22:30:37Z,1599894034709086200,1599894034709086208,"539.

#AFamilyAffair

2 anak berusaha mempersatukan ortunya yg sudah berpisah agar tidak bercerai.

Tipikal drama komedi HK 80an.

#netflix

6 https://t.co/bo8z3jcL5p",FALSE,142,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1599450335306973200,1599450335306973185,14403545,14403545,andiboediman,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,in,NA,NA,,"539.

#AFamilyAffair

2 anak berusaha mempersatukan ortunya yg sudah berpisah agar tidak bercerai.

Tipikal drama komedi HK 80an.

#netflix

6 https://t.co/bo8z3jcL5p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,-6.437779,105.93875800000001,"list(long = NA, lat = NA)","list(long = 105.938758, lat = -6.437779)","list(long = NA, lat = NA)"
2022-12-05T22:23:42Z,1599892295356063700,1599892295356063744,Who's watching #Wednesday on #Netflix? What do you think of it?,FALSE,63,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,Who's watching #Wednesday on #Netflix? What do you think of it?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,50.840332000000004,-0.13035585,"list(long = NA, lat = NA)","list(long = -0.13035585, lat = 50.840332)","list(long = NA, lat = NA)"
2022-12-05T22:11:10Z,1599889143336603600,1599889143336603653,"Viendo #SOMEBODY #SomebodyNetflix #Netflix

https://t.co/MtYWxxJQ3i",FALSE,67,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,4,FALSE,FALSE,FALSE,es,NA,NA,,"Viendo #SOMEBODY #SomebodyNetflix #Netflix

https://t.co/MtYWxxJQ3i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,10.958072878585,-74.84993300176001,"list(long = NA, lat = NA)","list(long = -74.84993300176, lat = 10.958072878585)","list(long = NA, lat = NA)"
2022-12-05T22:09:34Z,1599888737919729700,1599888737919729665,#NowWatching 🎥 #Netflix https://t.co/fWGIrFopns,FALSE,23,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,2,4,FALSE,FALSE,FALSE,und,NA,NA,,#NowWatching 🎥 #Netflix https://t.co/fWGIrFopns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,43.161903,-86.2625855,"list(long = NA, lat = NA)","list(long = -86.2625855, lat = 43.161903)","list(long = NA, lat = NA)"
2022-12-05T22:06:09Z,1599887879471509500,1599887879471509505,These fifa boys some world class grifters. #Netflix,FALSE,51,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,These fifa boys some world class grifters. #Netflix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,52.7967914597022,-0.8380554403109945,"list(long = NA, lat = NA)","list(long = -0.838055440310995, lat = 52.7967914597022)","list(long = NA, lat = NA)"
2022-12-05T22:00:27Z,1599886445258285e3,1599886445258285056,Mein #Wednesday Addams Moment 🤣🤣🤣🤣👍 #netflix https://t.co/YBqz89CjjC,FALSE,44,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,2,FALSE,FALSE,FALSE,nl,NA,NA,,Mein #Wednesday Addams Moment 🤣🤣🤣🤣👍 #netflix https://t.co/YBqz89CjjC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,51.504247,9.599389299999999,"list(long = NA, lat = NA)","list(long = 9.5993893, lat = 51.504247)","list(long = NA, lat = NA)"
2022-12-05T21:57:40Z,1599885744343900200,1599885744343900160,"ICYMI

GLASS ONION is a new upcoming (Spin-off? Sequel?) set in the world of the whodunit murder mystery Knives Out, &amp; will be streaming on #Netflix in a couple weeks. I saw it in theaters last week! My thoughts: #GlassOnionAKnivesOutMystery 
https://t.co/ergUBjnslL",FALSE,270,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,1,FALSE,FALSE,FALSE,en,NA,NA,,"ICYMI

GLASS ONION is a new upcoming (Spin-off? Sequel?) set in the world of the whodunit murder mystery Knives Out, &amp; will be streaming on #Netflix in a couple weeks. I saw it in theaters last week! My thoughts: #GlassOnionAKnivesOutMystery 
https://t.co/ergUBjnslL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,39.7795625,-86.1429225,"list(long = NA, lat = NA)","list(long = -86.1429225, lat = 39.7795625)","list(long = NA, lat = NA)"
2022-12-05T21:36:54Z,1599880517691666400,1599880517691666433,come sempre patatine e coca cola si stacca i pensieri si illumina il cuore By Ida Panariellina #IlPiccoloYeti #Netflix https://t.co/i0PGl0lj4R,FALSE,118,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1599880498959958e3,1599880498959958016,1944255614,1944255614,PanariellinaIda,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,it,NA,NA,,come sempre patatine e coca cola si stacca i pensieri si illumina il cuore By Ida Panariellina #IlPiccoloYeti #Netflix https://t.co/i0PGl0lj4R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,42.5221364,13.87468195,"list(long = NA, lat = NA)","list(long = 13.87468195, lat = 42.5221364)","list(long = NA, lat = NA)"
2022-12-05T21:29:39Z,1599878691739209700,1599878691739209728,#thecrown #fifthttemp #50episodies #inglaterra #usa #2016 #2022 #finalseason #drama #periodwork #netflix https://t.co/BGicln3e65,FALSE,104,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,0,FALSE,FALSE,FALSE,und,NA,NA,,#thecrown #fifthttemp #50episodies #inglaterra #usa #2016 #2022 #finalseason #drama #periodwork #netflix https://t.co/BGicln3e65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,-23.2969045,-45.973662399999995,"list(long = NA, lat = NA)","list(long = -45.9736624, lat = -23.2969045)","list(long = NA, lat = NA)"
2022-12-05T21:27:41Z,1599878197784432600,1599878197784432640,"#stocks
#Netflix
It's important to diversify also between different sectors https://t.co/gU4FikWVYJ",FALSE,75,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"#stocks
#Netflix
It's important to diversify also between different sectors https://t.co/gU4FikWVYJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,24.99346225,55.55117235,"list(long = NA, lat = NA)","list(long = 55.55117235, lat = 24.99346225)","list(long = NA, lat = NA)"
2022-12-05T21:26:20Z,1599877859698364400,1599877859698364416,"¿Y si es verdad la historia de #Troll en #Netflix ?🤔
#TrollMovie 
#TrollNetflix https://t.co/RYkz1C7okY",FALSE,79,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,0,0,FALSE,FALSE,TRUE,es,1599417115731464200,1599417115731464193,,"¿Y si es verdad la historia de #Troll en #Netflix ?🤔
#TrollMovie 
#TrollNetflix https://t.co/RYkz1C7okY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,40.0048655,-75.117998,"list(long = NA, lat = NA)","list(long = -75.117998, lat = 40.0048655)","list(long = NA, lat = NA)"
2022-12-05T21:21:50Z,1599876727282376700,1599876727282376704,"Season 6 of Superstore just nailed retail in the pandemic.

I've just sat there and nodded all the way through.

Even Glenn breaking down. 

That was me too. 

#superstore #Netflix #Covid_19 #pandemic https://t.co/ZRre9f2JJm",FALSE,200,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,en,NA,NA,,"Season 6 of Superstore just nailed retail in the pandemic.

I've just sat there and nodded all the way through.

Even Glenn breaking down. 

That was me too. 

#superstore #Netflix #Covid_19 #pandemic https://t.co/ZRre9f2JJm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,51.346796049999995,-2.9451297,"list(long = NA, lat = NA)","list(long = -2.9451297, lat = 51.34679605)","list(long = NA, lat = NA)"
2022-12-05T21:20:29Z,1599876387745067e3,1599876387745067008,Kelimelerin yetersiz olduğu bu kadar farklı duygu daha iyi ne kadar anlatılabilir ki... #cici #Netflix 👏👏👏,FALSE,106,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,tr,NA,NA,,Kelimelerin yetersiz olduğu bu kadar farklı duygu daha iyi ne kadar anlatılabilir ki... #cici #Netflix 👏👏👏,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,51.5651955,-0.2631407,"list(long = NA, lat = NA)","list(long = -0.2631407, lat = 51.5651955)","list(long = NA, lat = NA)"
2022-12-05T21:00:54Z,1599871457475317800,1599871457475317760,"“Swim for everyone who died trying to find a new life” @YusraMardini ♥️
Such an incredible and inspiring story🇸🇾

Sara &amp; Yusra Mardini, you both are superheroes. You made us proud. 

#TheSwimmers on #Netflix https://t.co/qFFfPDCJCi",FALSE,211,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,3,FALSE,FALSE,FALSE,en,NA,NA,,"“Swim for everyone who died trying to find a new life” @YusraMardini ♥️
Such an incredible and inspiring story🇸🇾

Sara &amp; Yusra Mardini, you both are superheroes. You made us proud. 

#TheSwimmers on #Netflix https://t.co/qFFfPDCJCi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,-33.84824400225,150.93197479999998,"list(long = NA, lat = NA)","list(long = 150.9319748, lat = -33.84824400225)","list(long = NA, lat = NA)"
2022-12-05T21:00:13Z,1599871287916384300,1599871287916384256,"SR. On #Netflix is a good watch @RobertDowneyJr  
Thank you for sharing your life with us  and Your Fathers life journey
""Robert Downey Jr. pays tribute to his late father in this documentary chronicling the life and eclectic career of pioneering filmmaker Robert Downey Sr.""",FALSE,275,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,en,NA,NA,,"SR. On #Netflix is a good watch @RobertDowneyJr  
Thank you for sharing your life with us  and Your Fathers life journey
""Robert Downey Jr. pays tribute to his late father in this documentary chronicling the life and eclectic career of pioneering filmmaker Robert Downey Sr.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,49.2396535,-122.958344,"list(long = NA, lat = NA)","list(long = -122.958344, lat = 49.2396535)","list(long = NA, lat = NA)"
2022-12-05T20:36:32Z,1599865324890779600,1599865324890779648,#nazarandaaz on #Netflix,FALSE,24,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,und,NA,NA,,#nazarandaaz on #Netflix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,59.972405499999994,10.7215259,"list(long = NA, lat = NA)","list(long = 10.7215259, lat = 59.9724055)","list(long = NA, lat = NA)"
2022-12-05T20:28:28Z,1599863297267839e3,1599863297267838976,"Bi Netflix dizisi ; Sıcak Kafa 😎

#NetflixTürkiye #Netflix https://t.co/ZDo9Eg7CLf",FALSE,58,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,tr,NA,NA,,"Bi Netflix dizisi ; Sıcak Kafa 😎

#NetflixTürkiye #Netflix https://t.co/ZDo9Eg7CLf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,41.0213205,29.0052228,"list(long = NA, lat = NA)","list(long = 29.0052228, lat = 41.0213205)","list(long = NA, lat = NA)"
2022-12-05T20:22:23Z,1599861764845637600,1599861764845637633,"Da um like nessa foto
Nós estamos concorrendo a uma premiação
Ajuda aí pô 
#30anoskinei 
#bbtvi #farofadagkay #FIFAWorldCup #Pele #Qatar2022 #Netflix #galadossonhos #FelizDomingo #JAPCRO https://t.co/AfeOKGaFRQ",FALSE,186,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,FALSE,pt,NA,NA,,"Da um like nessa foto
Nós estamos concorrendo a uma premiação
Ajuda aí pô 
#30anoskinei 
#bbtvi #farofadagkay #FIFAWorldCup #Pele #Qatar2022 #Netflix #galadossonhos #FelizDomingo #JAPCRO https://t.co/AfeOKGaFRQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,-29.692262200000002,-51.24572,"list(long = NA, lat = NA)","list(long = -51.24572, lat = -29.6922622)","list(long = NA, lat = NA)"
2022-12-05T20:15:36Z,1599860058174607400,1599860058174607360,"Netflix güzel filim öneren varmı 

#Netflix",FALSE,43,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,0,FALSE,FALSE,NA,tr,NA,NA,,"Netflix güzel filim öneren varmı 

#Netflix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,41.0194805,39.59041175,"list(long = NA, lat = NA)","list(long = 39.59041175, lat = 41.0194805)","list(long = NA, lat = NA)"
2022-12-05T20:14:07Z,1599859686865453e3,1599859686865453056,"#Netflix 

Sheesh https://t.co/9Qqd3UiVq2",FALSE,17,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,0,1,FALSE,FALSE,FALSE,hi,NA,NA,,"#Netflix 

Sheesh https://t.co/9Qqd3UiVq2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,8.557857949999999,0.83230315,"list(long = NA, lat = NA)","list(long = 0.83230315, lat = 8.55785795)","list(long = NA, lat = NA)"
2022-12-05T19:51:41Z,1599854039872643e3,1599854039872643072,"Como son los demócratas y racistas de #Israel se han enfadado la película #Farha y #Netflix la esconde,
- pon Netflix en inglés
- Búscala y la tendrás en Inglés 
Verás que buena gente son los chicos de las #IDF israeLies https://t.co/824xwSDxvK",FALSE,220,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1,4,FALSE,FALSE,FALSE,es,NA,NA,,"Como son los demócratas y racistas de #Israel se han enfadado la película #Farha y #Netflix la esconde,
- pon Netflix en inglés
- Búscala y la tendrás en Inglés 
Verás que buena gente son los chicos de las #IDF israeLies https://t.co/824xwSDxvK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,41.462430100000006,-5.6931423,"list(long = NA, lat = NA)","list(long = -5.6931423, lat = 41.4624301)","list(long = NA, lat = NA)"
